,annual_payroll,industry,sex,ethnicity,race,buschar_label,number_of_firms,firmpdemp_f,revenue,number_of_employees
4899,14670809,Health care and social assistance,Male,Total,Total,All firms,33864,,0,371126
4900,327241,Health care and social assistance,Male,Total,Total,Family-owned,1023,,0,7139
4901,6085824,Health care and social assistance,Male,Total,Total,Not family-owned,17443,,0,138593
4902,6413064,Health care and social assistance,Male,Total,Total,Total reporting,18467,,0,145732
4903,276366,Health care and social assistance,Male,Total,Total,Item not reported,1259,,0,6096
4904,0,Health care and social assistance,Equally male/female,Total,Total,All firms,0,S,0,0
4905,0,Health care and social assistance,Equally male/female,Total,Total,Family-owned,0,S,0,0
4906,0,Health care and social assistance,Equally male/female,Total,Total,Not family-owned,0,S,0,0
4907,61145,Health care and social assistance,Equally male/female,Total,Total,Total reporting,290,,0,1519
4908,457371,Health care and social assistance,Total,Hispanic,Total,All firms,1707,,0,10264
4909,0,Health care and social assistance,Total,Hispanic,Total,Family-owned,0,D,0,0
4910,269279,Health care and social assistance,Total,Hispanic,Total,Not family-owned,946,,0,5979
4911,270747,Health care and social assistance,Total,Hispanic,Total,Total reporting,976,,0,6069
4912,0,Health care and social assistance,Total,Hispanic,Total,Item not reported,0,S,0,0
4913,0,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,D,0,0
4914,0,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,0,D,0,0
4915,0,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,0,D,0,0
4916,15022022,Health care and social assistance,Total,Non-Hispanic,Total,All firms,35328,,0,391939
4917,413780,Health care and social assistance,Total,Non-Hispanic,Total,Family-owned,1273,,0,10036
4918,6084533,Health care and social assistance,Total,Non-Hispanic,Total,Not family-owned,18050,,0,140578
4919,6498313,Health care and social assistance,Total,Non-Hispanic,Total,Total reporting,19323,,0,150613
4920,272196,Health care and social assistance,Total,Non-Hispanic,Total,Item not reported,1199,,0,5976
4921,2025620,Health care and social assistance,Total,Total,Minority,All firms,6571,,0,61775
4922,50919,Health care and social assistance,Total,Total,Minority,Family-owned,240,,0,1859
4923,723686,Health care and social assistance,Total,Total,Minority,Not family-owned,3148,,0,18362
4924,774606,Health care and social assistance,Total,Total,Minority,Total reporting,3388,,0,20220
4925,0,Health care and social assistance,Total,Total,Minority,Item not reported,0,S,0,0
4926,0,Health care and social assistance,Total,Total,Equally minority/nonminority,All firms,0,S,0,0
4927,0,Health care and social assistance,Total,Total,Equally minority/nonminority,Family-owned,0,D,0,0
4928,0,Health care and social assistance,Total,Total,Equally minority/nonminority,Total reporting,0,D,0,0
4929,13413761,Health care and social assistance,Total,Total,Nonminority,All firms,30374,,0,339259
4930,359529,Health care and social assistance,Total,Total,Nonminority,Family-owned,1033,,0,8177
4931,5630125,Health care and social assistance,Total,Total,Nonminority,Not family-owned,15848,,0,128196
4932,5989654,Health care and social assistance,Total,Total,Nonminority,Total reporting,16881,,0,136372
4933,272016,Health care and social assistance,Total,Total,Nonminority,Item not reported,1169,,0,5946
4934,4580296,Health care and social assistance,Total,Total,Total,All firms,9438,,0,125864
4935,806004,Health care and social assistance,Total,Total,Total,Family-owned,2953,,0,26919
4936,1376726,Health care and social assistance,Total,Total,Total,Not family-owned,1978,,0,24383
4937,2182731,Health care and social assistance,Total,Total,Total,Total reporting,4930,,0,51302
4938,58732,Health care and social assistance,Total,Total,Total,Item not reported,247,,0,1461
4939,0,Health care and social assistance,Female,Total,Total,All firms,0,S,0,0
4940,0,Health care and social assistance,Female,Total,Total,Family-owned,0,D,0,0
4941,0,Health care and social assistance,Female,Total,Total,Not family-owned,0,D,0,0
4942,0,Health care and social assistance,Female,Total,Total,Total reporting,0,S,0,0
4943,2175915,Health care and social assistance,Male,Total,Total,All firms,2919,,0,46466
4944,0,Health care and social assistance,Male,Total,Total,Family-owned,0,D,0,0
4945,1168829,Health care and social assistance,Male,Total,Total,Not family-owned,1528,,0,19559
4946,1225011,Health care and social assistance,Male,Total,Total,Total reporting,1588,,0,20879
4947,0,Health care and social assistance,Male,Total,Total,Item not reported,0,S,0,0
4948,2285868,Health care and social assistance,Equally male/female,Total,Total,All firms,6313,,0,75636
4949,715445,Health care and social assistance,Equally male/female,Total,Total,Family-owned,2863,,0,25090
4950,182388,Health care and social assistance,Equally male/female,Total,Total,Not family-owned,390,,0,3748
4951,897834,Health care and social assistance,Equally male/female,Total,Total,Total reporting,3252,,0,28838
4952,0,Health care and social assistance,Equally male/female,Total,Total,Item not reported,0,S,0,0
4953,0,Health care and social assistance,Total,Hispanic,Total,All firms,0,S,0,0
4954,0,Health care and social assistance,Total,Hispanic,Total,Family-owned,0,D,0,0
4955,0,Health care and social assistance,Total,Hispanic,Total,Not family-owned,0,S,0,0
4956,0,Health care and social assistance,Total,Hispanic,Total,Total reporting,0,S,0,0
4957,202357,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,All firms,583,,0,8987
4958,0,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,0,S,0,0
4959,0,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,0,S,0,0
4960,32186,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,270,,0,809
4961,0,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,0,D,0,0
4962,4261717,Health care and social assistance,Total,Non-Hispanic,Total,All firms,8589,,0,114806
4963,789210,Health care and social assistance,Total,Non-Hispanic,Total,Family-owned,2773,,0,26230
4964,1261673,Health care and social assistance,Total,Non-Hispanic,Total,Not family-owned,1738,,0,22884
4965,2050883,Health care and social assistance,Total,Non-Hispanic,Total,Total reporting,4511,,0,49114
4966,0,Health care and social assistance,Total,Non-Hispanic,Total,Item not reported,0,S,0,0
4967,397109,Health care and social assistance,Total,Total,Minority,All firms,1353,,0,11317
4968,62203,Health care and social assistance,Total,Total,Minority,Family-owned,389,,0,1799
4969,143508,Health care and social assistance,Total,Total,Minority,Not family-owned,270,,0,2699
4970,205711,Health care and social assistance,Total,Total,Minority,Total reporting,659,,0,4498
4971,0,Health care and social assistance,Total,Total,Minority,Item not reported,0,D,0,0
4972,459448,Health care and social assistance,Total,Total,Equally minority/nonminority,All firms,1164,,0,15189
4973,72526,Health care and social assistance,Total,Total,Equally minority/nonminority,Family-owned,314,,0,1439
4974,94000,Health care and social assistance,Total,Total,Equally minority/nonminority,Not family-owned,270,,0,1978
4975,166526,Health care and social assistance,Total,Total,Equally minority/nonminority,Total reporting,584,,0,3418
4976,0,Health care and social assistance,Total,Total,Equally minority/nonminority,Item not reported,0,D,0,0
4977,3723739,Health care and social assistance,Total,Total,Nonminority,All firms,6922,,0,99358
4978,671276,Health care and social assistance,Total,Total,Nonminority,Family-owned,2249,,0,23682
4979,1139218,Health care and social assistance,Total,Total,Nonminority,Not family-owned,1438,,0,19705
4980,1810494,Health care and social assistance,Total,Total,Nonminority,Total reporting,3687,,0,43387
4981,0,Health care and social assistance,Total,Total,Nonminority,Item not reported,0,S,0,0
4982,272032960,Health care and social assistance,Total,Total,Total,All firms,530555,,0,6780065
4983,18917145,Health care and social assistance,Total,Total,Total,Family-owned,43597,,0,576400
4984,92978592,Health care and social assistance,Total,Total,Total,Not family-owned,236802,,0,1988843
4985,111895737,Health care and social assistance,Total,Total,Total,Total reporting,280398,,0,2565243
4986,3174730,Health care and social assistance,Total,Total,Total,Item not reported,11262,,0,101037
4987,63373304,Health care and social assistance,Female,Total,Total,All firms,186591,,0,1952764
4988,4110404,Health care and social assistance,Female,Total,Total,Family-owned,9752,,0,159930
4989,20926483,Health care and social assistance,Female,Total,Total,Not family-owned,87509,,0,605422
4990,25036888,Health care and social assistance,Female,Total,Total,Total reporting,97262,,0,765352
4991,752246,Health care and social assistance,Female,Total,Total,Item not reported,4061,,0,24288
4992,179760190,Health care and social assistance,Male,Total,Total,All firms,288584,,0,3972277
4993,6658563,Health care and social assistance,Male,Total,Total,Family-owned,10764,,0,178686
4994,68271190,Health care and social assistance,Male,Total,Total,Not family-owned,144720,,0,1296958
4995,74929753,Health care and social assistance,Male,Total,Total,Total reporting,155485,,0,1475644
4996,2112194,Health care and social assistance,Male,Total,Total,Item not reported,6200,,0,64733
4997,28899466,Health care and social assistance,Equally male/female,Total,Total,All firms,55380,,0,855024
4998,8148177,Health care and social assistance,Equally male/female,Total,Total,Family-owned,23079,,0,237783
4999,3780919,Health care and social assistance,Equally male/female,Total,Total,Not family-owned,4570,,0,86463
5000,11929097,Health care and social assistance,Equally male/female,Total,Total,Total reporting,27651,,0,324246
5001,310290,Health care and social assistance,Equally male/female,Total,Total,Item not reported,1001,,0,12016
5002,9636715,Health care and social assistance,Total,Hispanic,Total,All firms,29737,,0,291188
5003,675390,Health care and social assistance,Total,Hispanic,Total,Family-owned,2177,,0,20422
5004,3377706,Health care and social assistance,Total,Hispanic,Total,Not family-owned,12395,,0,84317
5005,4053096,Health care and social assistance,Total,Hispanic,Total,Total reporting,14573,,0,104738
5006,302654,Health care and social assistance,Total,Hispanic,Total,Item not reported,1286,,0,8283
5007,1821749,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,All firms,3891,,0,53388
5008,234338,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,1039,,0,7250
5009,593089,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,909,,0,18178
5010,827427,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,1948,,0,25428
5011,0,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,0,S,0,0
5012,260574496,Health care and social assistance,Total,Non-Hispanic,Total,All firms,496925,,0,6435488
5013,18007418,Health care and social assistance,Total,Non-Hispanic,Total,Family-owned,40381,,0,548729
5014,89007797,Health care and social assistance,Total,Non-Hispanic,Total,Not family-owned,223496,,0,1886348
5015,107015215,Health care and social assistance,Total,Non-Hispanic,Total,Total reporting,263877,,0,2435077
5016,2829143,Health care and social assistance,Total,Non-Hispanic,Total,Item not reported,9885,,0,91167
5017,48095542,Health care and social assistance,Total,Total,Minority,All firms,139064,,0,1352872
5018,4086103,Health care and social assistance,Total,Total,Minority,Family-owned,10675,,0,124955
5019,17420266,Health care and social assistance,Total,Total,Minority,Not family-owned,58231,,0,401113
5020,21506368,Health care and social assistance,Total,Total,Minority,Total reporting,68907,,0,526068
5021,758567,Health care and social assistance,Total,Total,Minority,Item not reported,3447,,0,32989
5022,5817691,Health care and social assistance,Total,Total,Equally minority/nonminority,All firms,9007,,0,119097
5023,671518,Health care and social assistance,Total,Total,Equally minority/nonminority,Family-owned,2214,,0,19930
5024,2289692,Health care and social assistance,Total,Total,Equally minority/nonminority,Not family-owned,2387,,0,40089
5025,0,Arts/Entertainment/Recreation,Female,Total,Total,Not family-owned,0,D,0,0
5026,0,Arts/Entertainment/Recreation,Female,Total,Total,Total reporting,0,S,0,0
5027,2258035,Arts/Entertainment/Recreation,Male,Total,Total,All firms,4433,,0,58760
5028,141182,Arts/Entertainment/Recreation,Male,Total,Total,Family-owned,533,,0,7526
5029,0,Arts/Entertainment/Recreation,Male,Total,Total,Not family-owned,0,S,0,0
5030,0,Arts/Entertainment/Recreation,Male,Total,Total,Total reporting,0,S,0,0
5031,0,Arts/Entertainment/Recreation,Male,Total,Total,Item not reported,0,S,0,0
5032,3879,Arts/Entertainment/Recreation,Equally male/female,Total,Total,All firms,66,,0,190
5033,0,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Family-owned,0,D,0,0
5034,0,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Total reporting,0,D,0,0
5035,0,Arts/Entertainment/Recreation,Total,Hispanic,Total,All firms,0,S,0,0
5036,0,Arts/Entertainment/Recreation,Total,Hispanic,Total,Not family-owned,0,D,0,0
5037,0,Arts/Entertainment/Recreation,Total,Hispanic,Total,Total reporting,0,D,0,0
5038,0,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
5039,0,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,0,D,0,0
5040,0,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,0,D,0,0
5041,0,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,0,D,0,0
5042,2296524,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,All firms,4620,,0,59873
5043,141422,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Family-owned,563,,0,7556
5044,0,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Not family-owned,0,S,0,0
5045,0,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Total reporting,0,S,0,0
5046,0,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Item not reported,0,S,0,0
5047,16147,Arts/Entertainment/Recreation,Total,Total,Minority,All firms,384,,0,666
5048,0,Arts/Entertainment/Recreation,Total,Total,Minority,Family-owned,0,D,0,0
5049,0,Arts/Entertainment/Recreation,Total,Total,Minority,Not family-owned,0,S,0,0
5050,0,Arts/Entertainment/Recreation,Total,Total,Minority,Total reporting,0,S,0,0
5051,0,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,All firms,0,D,0,0
5052,0,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,Family-owned,0,D,0,0
5053,0,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,Total reporting,0,D,0,0
5054,2284646,Arts/Entertainment/Recreation,Total,Total,Nonminority,All firms,4345,,0,59382
5055,140522,Arts/Entertainment/Recreation,Total,Total,Nonminority,Family-owned,533,,0,7526
5056,0,Arts/Entertainment/Recreation,Total,Total,Nonminority,Not family-owned,0,S,0,0
5057,0,Arts/Entertainment/Recreation,Total,Total,Nonminority,Total reporting,0,S,0,0
5058,0,Arts/Entertainment/Recreation,Total,Total,Nonminority,Item not reported,0,S,0,0
5059,890390,Arts/Entertainment/Recreation,Total,Total,Total,All firms,3736,,0,42026
5060,91174,Arts/Entertainment/Recreation,Total,Total,Total,Family-owned,1129,,0,6141
5061,64049,Arts/Entertainment/Recreation,Total,Total,Total,Not family-owned,397,,0,2994
5062,155223,Arts/Entertainment/Recreation,Total,Total,Total,Total reporting,1526,,0,9135
5063,0,Arts/Entertainment/Recreation,Total,Total,Total,Item not reported,0,S,0,0
5064,0,Arts/Entertainment/Recreation,Female,Total,Total,All firms,0,S,0,0
5065,0,Arts/Entertainment/Recreation,Female,Total,Total,Item not reported,0,D,0,0
5066,308132,Arts/Entertainment/Recreation,Male,Total,Total,All firms,1155,,0,15242
5067,0,Arts/Entertainment/Recreation,Male,Total,Total,Family-owned,0,S,0,0
5068,0,Arts/Entertainment/Recreation,Male,Total,Total,Not family-owned,0,S,0,0
5069,0,Arts/Entertainment/Recreation,Male,Total,Total,Total reporting,0,S,0,0
5070,580506,Arts/Entertainment/Recreation,Equally male/female,Total,Total,All firms,2518,,0,26473
5071,83807,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Family-owned,1019,,0,5761
5072,0,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Not family-owned,0,S,0,0
5073,105625,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Total reporting,1111,,0,6961
5074,0,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Item not reported,0,D,0,0
5075,0,Arts/Entertainment/Recreation,Total,Hispanic,Total,All firms,0,S,0,0
5076,0,Arts/Entertainment/Recreation,Total,Hispanic,Total,Family-owned,0,D,0,0
5077,0,Arts/Entertainment/Recreation,Total,Hispanic,Total,Total reporting,0,D,0,0
5078,0,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
5079,0,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,0,D,0,0
5080,0,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,0,D,0,0
5081,718652,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,All firms,3534,,0,35917
5082,90055,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Family-owned,1089,,0,6101
5083,61769,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Not family-owned,367,,0,2874
5084,151824,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Total reporting,1456,,0,8975
5085,0,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Item not reported,0,S,0,0
5086,0,Arts/Entertainment/Recreation,Total,Total,Minority,All firms,0,S,0,0
5087,0,Arts/Entertainment/Recreation,Total,Total,Minority,Family-owned,0,D,0,0
5088,0,Arts/Entertainment/Recreation,Total,Total,Minority,Total reporting,0,D,0,0
5089,0,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,All firms,0,S,0,0
5090,0,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,Family-owned,0,D,0,0
5091,0,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,Not family-owned,0,D,0,0
5092,0,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,Total reporting,0,D,0,0
5093,649589,Arts/Entertainment/Recreation,Total,Total,Nonminority,All firms,3427,,0,32329
5094,88052,Arts/Entertainment/Recreation,Total,Total,Nonminority,Family-owned,1059,,0,5862
5095,61769,Arts/Entertainment/Recreation,Total,Total,Nonminority,Not family-owned,367,,0,2874
5096,149821,Arts/Entertainment/Recreation,Total,Total,Nonminority,Total reporting,1426,,0,8735
5097,0,Arts/Entertainment/Recreation,Total,Total,Nonminority,Item not reported,0,S,0,0
5098,38533572,Arts/Entertainment/Recreation,Total,Total,Total,All firms,99074,,0,978589
5099,2593415,Arts/Entertainment/Recreation,Total,Total,Total,Family-owned,11954,,0,124999
5100,8854373,Arts/Entertainment/Recreation,Total,Total,Total,Not family-owned,33870,,0,223423
5101,11447788,Arts/Entertainment/Recreation,Total,Total,Total,Total reporting,45823,,0,348422
5102,284240,Arts/Entertainment/Recreation,Total,Total,Total,Item not reported,1516,,0,10413
5103,5831137,Arts/Entertainment/Recreation,Female,Total,Total,All firms,24217,,0,145682
5104,274973,Arts/Entertainment/Recreation,Female,Total,Total,Family-owned,1549,,0,16179
5105,1921810,Arts/Entertainment/Recreation,Female,Total,Total,Not family-owned,10026,,0,36010
5106,2196782,Arts/Entertainment/Recreation,Female,Total,Total,Total reporting,11575,,0,52189
5107,0,Arts/Entertainment/Recreation,Female,Total,Total,Item not reported,0,S,0,0
5108,27319629,Arts/Entertainment/Recreation,Male,Total,Total,All firms,58466,,0,655068
5109,1206987,Arts/Entertainment/Recreation,Male,Total,Total,Family-owned,3698,,0,54179
5110,6898702,Arts/Entertainment/Recreation,Male,Total,Total,Not family-owned,23302,,0,183925
5111,8105688,Arts/Entertainment/Recreation,Male,Total,Total,Total reporting,27000,,0,238105
5112,226685,Arts/Entertainment/Recreation,Male,Total,Total,Item not reported,887,,0,5640
5113,5382805,Arts/Entertainment/Recreation,Equally male/female,Total,Total,All firms,16391,,0,177838
5114,1111456,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Family-owned,6707,,0,54640
5115,33862,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Not family-owned,542,,0,3488
5116,1145317,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Total reporting,7249,,0,58128
5117,0,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Item not reported,0,S,0,0
5118,631964,Arts/Entertainment/Recreation,Total,Hispanic,Total,All firms,3944,,0,22691
5119,0,Arts/Entertainment/Recreation,Total,Hispanic,Total,Family-owned,0,S,0,0
5120,200441,Arts/Entertainment/Recreation,Total,Hispanic,Total,Not family-owned,1429,,0,3549
5121,214179,Arts/Entertainment/Recreation,Total,Hispanic,Total,Total reporting,1609,,0,4539
5122,0,Arts/Entertainment/Recreation,Total,Hispanic,Total,Item not reported,0,S,0,0
5123,0,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
5124,14008,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,240,,0,450
5125,0,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,0,D,0,0
5126,28503,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,299,,0,657
5127,37776024,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,All firms,94507,,0,951956
5128,2565670,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Family-owned,11535,,0,123559
5129,8639436,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Not family-owned,32381,,0,219666
5130,11205106,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Total reporting,43915,,0,343225
5131,282296,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Item not reported,1413,,0,9911
5132,2992205,Arts/Entertainment/Recreation,Total,Total,Minority,All firms,11572,,0,66660
5133,143120,Arts/Entertainment/Recreation,Total,Total,Minority,Family-owned,645,,0,6508
5134,979710,Arts/Entertainment/Recreation,Total,Total,Minority,Not family-owned,4416,,0,16783
5135,1122830,Arts/Entertainment/Recreation,Total,Total,Minority,Total reporting,5061,,0,23291
5136,0,Arts/Entertainment/Recreation,Total,Total,Minority,Item not reported,0,S,0,0
5137,448590,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,All firms,1445,,0,10563
5138,35468,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,Family-owned,420,,0,1558
5139,0,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,Not family-owned,0,S,0,0
5140,62373,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,Total reporting,622,,0,2440
5141,35092777,Arts/Entertainment/Recreation,Total,Total,Nonminority,All firms,86055,,0,901366
5142,2414828,Arts/Entertainment/Recreation,Total,Total,Nonminority,Family-owned,10890,,0,116932
5143,7847757,Arts/Entertainment/Recreation,Total,Total,Nonminority,Not family-owned,29251,,0,205758
5144,10262585,Arts/Entertainment/Recreation,Total,Total,Nonminority,Total reporting,40140,,0,322690
5145,238982,Arts/Entertainment/Recreation,Total,Total,Nonminority,Item not reported,1383,,0,9011
5146,41725773,Arts/Entertainment/Recreation,Classifiable,Classifiable,Classifiable,All firms,107572,,0,1080822
5147,0,Arts/Entertainment/Recreation,Classifiable,Classifiable,Classifiable,Family-owned,0,S,0,0
5148,0,Arts/Entertainment/Recreation,Classifiable,Classifiable,Classifiable,Not family-owned,0,S,0,0
5149,0,Arts/Entertainment/Recreation,Classifiable,Classifiable,Classifiable,Total reporting,0,S,0,0
5150,0,Arts/Entertainment/Recreation,Classifiable,Classifiable,Classifiable,Item not reported,0,S,0,0
5151,42924243,Arts/Entertainment/Recreation,Unclassifiable,Unclassifiable,Unclassifiable,All firms,26070,,0,1353284
5152,S,Arts/Entertainment/Recreation,Unclassifiable,Unclassifiable,Unclassifiable,N/A2018,S,0.0,S,m
5153,84650015,Arts/Entertainment/Recreation,Total,Total,Total,All firms,133641,,0,2434106
5154,2827001,Arts/Entertainment/Recreation,Total,Total,Total,Family-owned,13676,,0,138845
5155,9341760,Arts/Entertainment/Recreation,Total,Total,Total,Not family-owned,35570,,0,245405
5156,12168761,Arts/Entertainment/Recreation,Total,Total,Total,Total reporting,49246,,0,384250
5157,318831,Arts/Entertainment/Recreation,Total,Total,Total,Item not reported,1785,,0,12450
5158,,Arts/Entertainment/Recreation,Total,Total,Total,N/A2018,,0.0,W,
5159,5872786,Arts/Entertainment/Recreation,Female,Total,Total,All firms,24542,,0,147250
5160,275213,Arts/Entertainment/Recreation,Female,Total,Total,Family-owned,1579,,0,16209
5161,1921937,Arts/Entertainment/Recreation,Female,Total,Total,Not family-owned,10061,,0,36014
5162,2197150,Arts/Entertainment/Recreation,Female,Total,Total,Total reporting,11640,,0,52223
5163,0,Arts/Entertainment/Recreation,Female,Total,Total,Item not reported,0,S,0,0
5164,29885796,Arts/Entertainment/Recreation,Male,Total,Total,All firms,64055,,0,729071
5165,1355537,Arts/Entertainment/Recreation,Male,Total,Total,Family-owned,4342,,0,62085
5166,7364143,Arts/Entertainment/Recreation,Male,Total,Total,Not family-owned,24877,,0,204703
5167,8719680,Arts/Entertainment/Recreation,Male,Total,Total,Total reporting,29218,,0,266788
5168,251267,Arts/Entertainment/Recreation,Male,Total,Total,Item not reported,1067,,0,7109
5169,5967190,Arts/Entertainment/Recreation,Equally male/female,Total,Total,All firms,18975,,0,204501
5170,1196252,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Family-owned,7756,,0,60552
5171,55680,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Not family-owned,634,,0,4687
5172,1251932,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Total reporting,8390,,0,65239
5173,41926,Arts/Entertainment/Recreation,Equally male/female,Total,Total,Item not reported,290,,0,2967
5174,804687,Arts/Entertainment/Recreation,Total,Hispanic,Total,All firms,4177,,0,28794
5175,14857,Arts/Entertainment/Recreation,Total,Hispanic,Total,Family-owned,220,,0,1030
5176,202241,Arts/Entertainment/Recreation,Total,Hispanic,Total,Not family-owned,1459,,0,3549
5177,217098,Arts/Entertainment/Recreation,Total,Hispanic,Total,Total reporting,1679,,0,4579
5178,0,Arts/Entertainment/Recreation,Total,Hispanic,Total,Item not reported,0,S,0,0
5179,0,Arts/Entertainment/Recreation,Female,Hispanic,Total,All firms,0,S,0,0
5180,0,Arts/Entertainment/Recreation,Female,Hispanic,Total,Family-owned,0,D,0,0
5181,0,Arts/Entertainment/Recreation,Female,Hispanic,Total,Not family-owned,0,S,0,0
5182,0,Arts/Entertainment/Recreation,Female,Hispanic,Total,Total reporting,0,S,0,0
5183,0,Arts/Entertainment/Recreation,Female,Hispanic,Total,Item not reported,0,D,0,0
5184,470332,Arts/Entertainment/Recreation,Male,Hispanic,Total,All firms,2881,,0,17470
5185,0,Arts/Entertainment/Recreation,Male,Hispanic,Total,Family-owned,0,S,0,0
5186,109787,Arts/Entertainment/Recreation,Male,Hispanic,Total,Not family-owned,1130,,0,1840
5187,118275,Arts/Entertainment/Recreation,Male,Hispanic,Total,Total reporting,1220,,0,2349
5188,0,Arts/Entertainment/Recreation,Male,Hispanic,Total,Item not reported,0,D,0,0
5189,0,Arts/Entertainment/Recreation,Equally male/female,Hispanic,Total,All firms,0,S,0,0
5190,0,Arts/Entertainment/Recreation,Equally male/female,Hispanic,Total,Family-owned,0,S,0,0
5191,0,Arts/Entertainment/Recreation,Equally male/female,Hispanic,Total,Total reporting,0,S,0,0
5192,0,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
5193,14997,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,270,,0,600
5194,0,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,0,S,0,0
5195,31807,Arts/Entertainment/Recreation,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,362,,0,933
5196,0,Arts/Entertainment/Recreation,Female,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
5197,0,Arts/Entertainment/Recreation,Female,Equally Hispanic/non-Hispanic,Total,Not family-owned,0,D,0,0
5198,0,Arts/Entertainment/Recreation,Female,Equally Hispanic/non-Hispanic,Total,Total reporting,0,D,0,0
5199,0,Arts/Entertainment/Recreation,Male,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
5200,0,Arts/Entertainment/Recreation,Male,Equally Hispanic/non-Hispanic,Total,Not family-owned,0,S,0,0
5201,0,Arts/Entertainment/Recreation,Male,Equally Hispanic/non-Hispanic,Total,Total reporting,0,S,0,0
