,industry,race,revenue_ranges
15122,Health care and social assistance,Native Hawaiian and Other Pacific Islander,K
15123,Health care and social assistance,Native Hawaiian and Other Pacific Islander,O
15127,Health care and social assistance,Native Hawaiian and Other Pacific Islander,K
15129,Health care and social assistance,Native Hawaiian and Other Pacific Islander,I
15146,Health care and social assistance,American Indian and Alaska Native,T
15147,Health care and social assistance,American Indian and Alaska Native,T
15150,Health care and social assistance,American Indian and Alaska Native,T
15151,Health care and social assistance,Asian,W
15152,Health care and social assistance,Asian,U
15153,Health care and social assistance,Asian,W
15154,Health care and social assistance,Asian,W
15155,Health care and social assistance,Asian,W
15179,Health care and social assistance,Native Hawaiian and Other Pacific Islander,M
15186,Health care and social assistance,White,W
15187,Health care and social assistance,White,R
15188,Health care and social assistance,White,T
15189,Health care and social assistance,White,U
15190,Health care and social assistance,White,U
15191,Health care and social assistance,White,U
15194,Health care and social assistance,White,O
15195,Health care and social assistance,White,U
15196,Health care and social assistance,Asian,W
15197,Health care and social assistance,Asian,U
15200,Health care and social assistance,Asian,U
15201,Health care and social assistance,Asian,W
15202,Health care and social assistance,Asian,W
15203,Health care and social assistance,Asian,W
15204,Health care and social assistance,Asian,T
15206,Health care and social assistance,Asian,W
15208,Health care and social assistance,Native Hawaiian and Other Pacific Islander,K
15209,Health care and social assistance,Native Hawaiian and Other Pacific Islander,O
15211,Health care and social assistance,White,W
15215,Health care and social assistance,White,T
15216,Health care and social assistance,White,U
15217,Health care and social assistance,White,W
15218,Health care and social assistance,White,W
15219,Health care and social assistance,White,U
15220,Health care and social assistance,White,U
15223,Health care and social assistance,White,W
15227,Health care and social assistance,Native Hawaiian and Other Pacific Islander,B
15231,Health care and social assistance,White,U
15232,Health care and social assistance,White,U
15234,Health care and social assistance,White,R
15236,Health care and social assistance,White,W
15252,Health care and social assistance,White,T
15253,Health care and social assistance,White,W
15255,Health care and social assistance,White,U
15257,Health care and social assistance,White,W
15258,Health care and social assistance,Black or African American,U
15259,Health care and social assistance,Black or African American,M
15260,Health care and social assistance,Black or African American,R
15262,Health care and social assistance,Black or African American,R
15271,Health care and social assistance,Native Hawaiian and Other Pacific Islander,O
15275,Health care and social assistance,Native Hawaiian and Other Pacific Islander,K
15277,Health care and social assistance,Native Hawaiian and Other Pacific Islander,M
15280,Health care and social assistance,Black or African American,B
15285,Health care and social assistance,American Indian and Alaska Native,B
15289,Health care and social assistance,Asian,R
15304,Health care and social assistance,Black or African American,R
15305,Health care and social assistance,Black or African American,U
15308,Health care and social assistance,Black or African American,U
15310,Health care and social assistance,American Indian and Alaska Native,K
15335,Health care and social assistance,Asian,R
15336,Health care and social assistance,Asian,R
15347,Health care and social assistance,Native Hawaiian and Other Pacific Islander,K
15360,Health care and social assistance,Asian,R
15362,Health care and social assistance,Asian,U
15364,Health care and social assistance,Asian,R
15408,Health care and social assistance,Asian,U
15409,Health care and social assistance,Asian,U
15736,Health care and social assistance,Asian,T
15737,Health care and social assistance,Asian,B
15744,Health care and social assistance,Asian,T
15745,Health care and social assistance,Asian,R
15764,Health care and social assistance,White,W
15765,Health care and social assistance,White,W
15766,Health care and social assistance,White,W
15767,Health care and social assistance,White,W
15768,Health care and social assistance,White,W
15769,Health care and social assistance,White,W
15770,Health care and social assistance,White,W
15771,Health care and social assistance,White,W
15772,Health care and social assistance,White,W
15773,Health care and social assistance,White,W
15784,Arts/Entertainment/Recreation,Asian,U
15785,Arts/Entertainment/Recreation,Asian,R
15787,Arts/Entertainment/Recreation,Asian,R
15793,Arts/Entertainment/Recreation,Asian,T
15827,Arts/Entertainment/Recreation,Asian,U
15828,Arts/Entertainment/Recreation,Asian,R
15879,Arts/Entertainment/Recreation,Asian,T
15881,Arts/Entertainment/Recreation,Asian,K
15882,Arts/Entertainment/Recreation,Asian,K
15883,Arts/Entertainment/Recreation,Asian,B
15895,Arts/Entertainment/Recreation,Black or African American,T
15896,Arts/Entertainment/Recreation,Black or African American,U
15899,Arts/Entertainment/Recreation,Black or African American,U
15901,Arts/Entertainment/Recreation,American Indian and Alaska Native,L
15914,Arts/Entertainment/Recreation,White,W
15915,Arts/Entertainment/Recreation,White,W
15916,Arts/Entertainment/Recreation,White,W
15917,Arts/Entertainment/Recreation,White,W
15918,Arts/Entertainment/Recreation,White,W
15919,Arts/Entertainment/Recreation,White,W
15920,Arts/Entertainment/Recreation,White,W
15921,Arts/Entertainment/Recreation,White,W
15922,Arts/Entertainment/Recreation,White,W
15926,Arts/Entertainment/Recreation,Asian,U
15927,Arts/Entertainment/Recreation,Asian,R
15929,Arts/Entertainment/Recreation,Asian,R
15935,Arts/Entertainment/Recreation,Asian,T
15951,Arts/Entertainment/Recreation,Asian,U
15952,Arts/Entertainment/Recreation,Asian,R
15954,Arts/Entertainment/Recreation,Asian,R
15960,Arts/Entertainment/Recreation,Asian,T
15962,Arts/Entertainment/Recreation,Asian,U
15965,Arts/Entertainment/Recreation,White,W
15966,Arts/Entertainment/Recreation,White,W
15967,Arts/Entertainment/Recreation,White,U
15968,Arts/Entertainment/Recreation,White,W
15969,Arts/Entertainment/Recreation,White,U
15970,Arts/Entertainment/Recreation,White,U
15971,Arts/Entertainment/Recreation,White,U
15974,Arts/Entertainment/Recreation,White,T
15975,Arts/Entertainment/Recreation,White,T
15977,Arts/Entertainment/Recreation,Asian,U
15985,Arts/Entertainment/Recreation,White,W
15989,Arts/Entertainment/Recreation,White,R
15990,Arts/Entertainment/Recreation,White,T
15991,Arts/Entertainment/Recreation,White,R
15996,Arts/Entertainment/Recreation,White,T
15997,Arts/Entertainment/Recreation,White,U
15998,Arts/Entertainment/Recreation,Asian,U
16016,Arts/Entertainment/Recreation,White,W
16017,Arts/Entertainment/Recreation,White,W
16018,Arts/Entertainment/Recreation,White,W
16019,Arts/Entertainment/Recreation,White,U
16020,Arts/Entertainment/Recreation,White,W
16021,Arts/Entertainment/Recreation,White,W
16022,Arts/Entertainment/Recreation,White,W
16023,Arts/Entertainment/Recreation,White,W
16024,Arts/Entertainment/Recreation,White,W
16025,Arts/Entertainment/Recreation,White,W
16036,Arts/Entertainment/Recreation,White,W
16037,Arts/Entertainment/Recreation,White,K
16040,Arts/Entertainment/Recreation,White,W
16042,Arts/Entertainment/Recreation,Black or African American,I
16044,Arts/Entertainment/Recreation,Black or African American,I
16065,Arts/Entertainment/Recreation,White,W
16066,Arts/Entertainment/Recreation,White,T
16067,Arts/Entertainment/Recreation,White,U
16068,Arts/Entertainment/Recreation,White,U
16069,Arts/Entertainment/Recreation,White,U
16070,Arts/Entertainment/Recreation,White,U
16074,Arts/Entertainment/Recreation,White,T
16117,Arts/Entertainment/Recreation,White,U
16118,Arts/Entertainment/Recreation,White,R
16119,Arts/Entertainment/Recreation,White,T
16125,Arts/Entertainment/Recreation,White,R
16127,Arts/Entertainment/Recreation,White,U
16131,Arts/Entertainment/Recreation,White,M
16171,Arts/Entertainment/Recreation,White,R
16172,Arts/Entertainment/Recreation,White,W
16173,Arts/Entertainment/Recreation,White,W
16174,Arts/Entertainment/Recreation,White,W
16175,Arts/Entertainment/Recreation,White,W
16176,Arts/Entertainment/Recreation,White,W
16177,Arts/Entertainment/Recreation,White,W
16178,Arts/Entertainment/Recreation,White,W
16205,Arts/Entertainment/Recreation,White,W
16206,Arts/Entertainment/Recreation,White,W
16207,Arts/Entertainment/Recreation,White,W
16208,Arts/Entertainment/Recreation,White,W
16209,Arts/Entertainment/Recreation,White,W
16210,Arts/Entertainment/Recreation,White,W
16211,Arts/Entertainment/Recreation,Black or African American,U
16212,Arts/Entertainment/Recreation,Black or African American,T
16213,Arts/Entertainment/Recreation,Black or African American,U
16253,Arts/Entertainment/Recreation,Black or African American,T
16255,Arts/Entertainment/Recreation,Black or African American,R
16283,Arts/Entertainment/Recreation,White,W
16284,Arts/Entertainment/Recreation,White,W
16285,Arts/Entertainment/Recreation,White,W
16286,Arts/Entertainment/Recreation,White,W
16287,Arts/Entertainment/Recreation,White,W
16288,Arts/Entertainment/Recreation,White,W
16289,Arts/Entertainment/Recreation,White,W
16290,Arts/Entertainment/Recreation,White,W
16291,Arts/Entertainment/Recreation,White,W
16292,Arts/Entertainment/Recreation,White,W
16293,Arts/Entertainment/Recreation,White,W
16294,Arts/Entertainment/Recreation,White,W
16295,Arts/Entertainment/Recreation,Black or African American,U
16296,Arts/Entertainment/Recreation,Black or African American,R
16321,Arts/Entertainment/Recreation,White,W
16322,Arts/Entertainment/Recreation,White,U
16324,Arts/Entertainment/Recreation,White,W
16325,Arts/Entertainment/Recreation,Black or African American,U
16326,Arts/Entertainment/Recreation,Black or African American,T
16327,Arts/Entertainment/Recreation,Black or African American,U
16335,Arts/Entertainment/Recreation,Black or African American,K
16364,Health care and social assistance,Asian,W
16365,Health care and social assistance,Asian,O
16366,Health care and social assistance,Asian,T
16367,Health care and social assistance,Asian,U
16368,Health care and social assistance,Asian,U
16369,Health care and social assistance,Asian,U
16373,Health care and social assistance,Asian,T
16374,Arts/Entertainment/Recreation,Black or African American,U
16375,Arts/Entertainment/Recreation,Black or African American,T
16376,Arts/Entertainment/Recreation,Black or African American,U
16383,Arts/Entertainment/Recreation,Black or African American,T
16384,Arts/Entertainment/Recreation,Black or African American,U
16404,Arts/Entertainment/Recreation,White,U
16406,Arts/Entertainment/Recreation,White,T
16407,Arts/Entertainment/Recreation,White,R
16413,Arts/Entertainment/Recreation,White,R
16419,Arts/Entertainment/Recreation,American Indian and Alaska Native,L
16425,Arts/Entertainment/Recreation,American Indian and Alaska Native,K
16443,Arts/Entertainment/Recreation,White,U
16444,Arts/Entertainment/Recreation,White,U
16447,Arts/Entertainment/Recreation,White,U
16471,Arts/Entertainment/Recreation,American Indian and Alaska Native,I
16472,Arts/Entertainment/Recreation,American Indian and Alaska Native,I
16516,Arts/Entertainment/Recreation,American Indian and Alaska Native,L
16521,Accommodation and food services,White,W
16522,Accommodation and food services,White,W
16523,Accommodation and food services,White,W
16524,Accommodation and food services,White,W
16525,Accommodation and food services,White,W
16526,Accommodation and food services,White,W
16527,Accommodation and food services,White,W
16528,Accommodation and food services,White,W
16529,Accommodation and food services,White,W
16530,Accommodation and food services,White,W
16531,Accommodation and food services,White,W
16532,Accommodation and food services,White,U
16533,Accommodation and food services,White,U
16534,Accommodation and food services,White,W
16548,Accommodation and food services,White,W
16549,Accommodation and food services,White,U
16550,Accommodation and food services,White,U
16551,Accommodation and food services,White,W
16552,Accommodation and food services,White,W
16553,Accommodation and food services,White,W
16554,Accommodation and food services,White,W
16555,Accommodation and food services,White,W
16557,Accommodation and food services,White,W
16568,Accommodation and food services,White,W
16569,Accommodation and food services,White,W
16570,Accommodation and food services,White,W
16571,Accommodation and food services,White,W
16573,Accommodation and food services,White,W
16574,Accommodation and food services,White,W
16575,Accommodation and food services,White,W
16576,Accommodation and food services,White,W
16577,Accommodation and food services,White,W
16578,Accommodation and food services,White,W
16579,Accommodation and food services,White,W
16580,Accommodation and food services,White,W
16581,Accommodation and food services,White,W
16582,Accommodation and food services,White,W
16583,Accommodation and food services,White,W
16596,Accommodation and food services,White,W
16597,Accommodation and food services,White,U
16598,Accommodation and food services,White,U
16599,Accommodation and food services,White,U
16600,Accommodation and food services,White,W
16601,Accommodation and food services,White,W
16602,Accommodation and food services,White,W
16603,Accommodation and food services,White,U
16617,Accommodation and food services,American Indian and Alaska Native,R
16618,Accommodation and food services,American Indian and Alaska Native,T
16620,Accommodation and food services,Asian,W
16621,Accommodation and food services,Asian,U
16622,Accommodation and food services,Asian,W
16623,Accommodation and food services,Asian,W
16624,Accommodation and food services,Asian,W
16625,Accommodation and food services,Asian,W
16626,Accommodation and food services,Asian,W
16627,Accommodation and food services,Asian,W
16629,Accommodation and food services,Asian,W
16640,Accommodation and food services,White,W
16641,Accommodation and food services,White,W
16642,Accommodation and food services,White,W
16643,Accommodation and food services,White,W
16645,Accommodation and food services,White,R
16646,Accommodation and food services,White,T
16647,Accommodation and food services,White,T
16648,Accommodation and food services,White,U
16652,Accommodation and food services,White,U
16669,Accommodation and food services,Asian,W
16670,Accommodation and food services,Asian,T
16671,Accommodation and food services,Asian,U
16672,Accommodation and food services,Asian,U
16673,Accommodation and food services,Asian,W
16674,Accommodation and food services,Asian,W
16675,Accommodation and food services,Asian,U
16678,Accommodation and food services,Asian,R
16679,Accommodation and food services,Asian,W
16680,Accommodation and food services,Asian,U
16681,Accommodation and food services,Asian,W
16693,Accommodation and food services,White,U
16694,Accommodation and food services,White,W
16695,Accommodation and food services,White,W
16696,Accommodation and food services,White,W
16697,Accommodation and food services,White,W
16698,Accommodation and food services,White,W
16699,Accommodation and food services,White,W
16700,Accommodation and food services,White,W
16701,Accommodation and food services,White,W
16702,Accommodation and food services,White,W
16703,Accommodation and food services,White,W
16704,Accommodation and food services,White,W
16718,Accommodation and food services,Asian,W
16719,Accommodation and food services,Asian,W
16720,Accommodation and food services,Asian,W
16721,Accommodation and food services,Asian,W
16722,Accommodation and food services,Asian,U
16724,Accommodation and food services,Asian,W
16725,Accommodation and food services,Asian,T
16726,Accommodation and food services,Asian,W
16727,Accommodation and food services,Asian,U
16728,Accommodation and food services,Asian,U
16729,Accommodation and food services,Asian,W
16730,Accommodation and food services,Asian,W
16731,Accommodation and food services,Asian,U
16744,Accommodation and food services,White,W
16745,Accommodation and food services,White,W
16746,Accommodation and food services,White,W
16747,Accommodation and food services,Black or African American,W
16748,Accommodation and food services,Black or African American,O
16749,Accommodation and food services,Black or African American,T
16750,Accommodation and food services,Black or African American,T
16751,Accommodation and food services,Black or African American,T
16752,Accommodation and food services,Black or African American,U
16753,Accommodation and food services,Black or African American,U
16756,Accommodation and food services,Black or African American,U
16767,Accommodation and food services,Asian,U
16768,Accommodation and food services,Asian,T
16769,Accommodation and food services,Asian,K
16789,Accommodation and food services,Black or African American,R
16790,Accommodation and food services,Black or African American,U
16791,Accommodation and food services,Black or African American,L
16792,Accommodation and food services,Black or African American,R
16794,Accommodation and food services,Black or African American,R
16798,Accommodation and food services,Black or African American,R
16799,Accommodation and food services,Black or African American,W
16800,Accommodation and food services,Black or African American,O
16801,Accommodation and food services,Black or African American,R
16815,Accommodation and food services,Asian,I
16816,Accommodation and food services,Asian,I
16819,Accommodation and food services,Asian,W
16820,Accommodation and food services,Asian,U
16821,Accommodation and food services,Asian,W
16822,Accommodation and food services,Asian,W
16823,Accommodation and food services,Asian,W
16824,Accommodation and food services,Asian,W
16825,Accommodation and food services,Asian,W
16826,Accommodation and food services,Asian,W
16842,Accommodation and food services,Black or African American,R
16843,Accommodation and food services,Black or African American,R
16848,Accommodation and food services,Black or African American,U
16850,Accommodation and food services,Black or African American,K
16851,Accommodation and food services,Black or African American,M
16870,Accommodation and food services,Asian,W
16871,Accommodation and food services,Asian,W
16872,Accommodation and food services,Asian,W
16873,Accommodation and food services,Asian,W
16874,Accommodation and food services,Native Hawaiian and Other Pacific Islander,T
16894,Accommodation and food services,Black or African American,R
16896,Accommodation and food services,Black or African American,K
16920,Accommodation and food services,Native Hawaiian and Other Pacific Islander,I
16938,Accommodation and food services,Black or African American,W
16939,Accommodation and food services,Black or African American,O
16940,Accommodation and food services,Black or African American,R
16941,Accommodation and food services,Black or African American,T
16942,Accommodation and food services,Black or African American,T
16943,Accommodation and food services,Black or African American,U
16944,Accommodation and food services,Black or African American,U
16947,Accommodation and food services,Black or African American,U
16959,Accommodation and food services,Native Hawaiian and Other Pacific Islander,I
16962,Accommodation and food services,Native Hawaiian and Other Pacific Islander,K
16984,Accommodation and food services,Black or African American,U
16985,Accommodation and food services,Black or African American,W
16986,Accommodation and food services,American Indian and Alaska Native,U
16987,Accommodation and food services,American Indian and Alaska Native,L
16990,Accommodation and food services,American Indian and Alaska Native,R
16991,Accommodation and food services,American Indian and Alaska Native,R
16995,Accommodation and food services,American Indian and Alaska Native,R
17005,Accommodation and food services,Native Hawaiian and Other Pacific Islander,K
17008,Accommodation and food services,Native Hawaiian and Other Pacific Islander,I
17014,Accommodation and food services,White,T
17017,Accommodation and food services,White,W
17018,Accommodation and food services,White,T
17019,Accommodation and food services,White,U
17020,Accommodation and food services,White,U
17021,Accommodation and food services,White,U
17022,Accommodation and food services,White,U
17023,Accommodation and food services,White,U
17025,Accommodation and food services,White,W
17026,Accommodation and food services,American Indian and Alaska Native,T
17027,Accommodation and food services,American Indian and Alaska Native,L
17064,Accommodation and food services,White,W
17066,Accommodation and food services,White,U
17067,Accommodation and food services,White,W
17069,Accommodation and food services,Black or African American,L
17077,Accommodation and food services,Black or African American,O
17078,Accommodation and food services,American Indian and Alaska Native,T
17079,Accommodation and food services,American Indian and Alaska Native,L
17081,Accommodation and food services,American Indian and Alaska Native,M
17088,Accommodation and food services,American Indian and Alaska Native,I
17129,Accommodation and food services,Asian,T
17130,Accommodation and food services,Asian,L
17133,Accommodation and food services,American Indian and Alaska Native,R
17134,Accommodation and food services,American Indian and Alaska Native,K
17162,Accommodation and food services,Asian,O
17163,Accommodation and food services,Asian,O
17164,Accommodation and food services,Asian,R
17168,Accommodation and food services,Asian,T
17171,Accommodation and food services,Asian,T
17178,Accommodation and food services,American Indian and Alaska Native,O
17182,Accommodation and food services,American Indian and Alaska Native,U
17183,Accommodation and food services,American Indian and Alaska Native,L
17190,Accommodation and food services,American Indian and Alaska Native,R
17271,Accommodation and food services,American Indian and Alaska Native,R
17272,Accommodation and food services,American Indian and Alaska Native,T
17273,Accommodation and food services,American Indian and Alaska Native,T
17275,Accommodation and food services,American Indian and Alaska Native,R
17276,Accommodation and food services,American Indian and Alaska Native,U
17277,Accommodation and food services,Asian,W
17278,Accommodation and food services,Asian,U
17279,Accommodation and food services,Asian,W
17280,Accommodation and food services,Asian,W
17281,Accommodation and food services,Asian,W
17290,Other services (except public administration),Black or African American,T
17291,Other services (except public administration),Black or African American,U
17293,Other services (except public administration),American Indian and Alaska Native,R
17294,Other services (except public administration),American Indian and Alaska Native,L
17295,Other services (except public administration),American Indian and Alaska Native,R
17313,Accommodation and food services,Asian,W
17314,Accommodation and food services,Asian,W
17315,Accommodation and food services,Asian,W
17317,Accommodation and food services,Asian,W
17318,Accommodation and food services,Asian,W
17319,Accommodation and food services,Asian,W
17320,Accommodation and food services,Asian,W
17321,Accommodation and food services,Asian,T
17323,Accommodation and food services,Asian,W
17324,Accommodation and food services,Native Hawaiian and Other Pacific Islander,T
17338,Other services (except public administration),American Indian and Alaska Native,R
17342,Other services (except public administration),American Indian and Alaska Native,I
17385,Other services (except public administration),Asian,B
17390,Other services (except public administration),Asian,W
17391,Other services (except public administration),Asian,T
17392,Other services (except public administration),Asian,W
17393,Other services (except public administration),Asian,U
17394,Other services (except public administration),Asian,U
17395,Other services (except public administration),Asian,U
17403,Accommodation and food services,White,W
17404,Accommodation and food services,White,R
17405,Accommodation and food services,White,T
17406,Accommodation and food services,White,T
17407,Accommodation and food services,White,U
17408,Accommodation and food services,White,U
17411,Accommodation and food services,White,O
17412,Accommodation and food services,White,U
17437,Other services (except public administration),Asian,W
17438,Other services (except public administration),Asian,W
17439,Other services (except public administration),Asian,U
17441,Other services (except public administration),Native Hawaiian and Other Pacific Islander,I
17446,Accommodation and food services,White,W
17447,Accommodation and food services,White,W
17449,Accommodation and food services,White,T
17450,Accommodation and food services,White,W
17452,Accommodation and food services,Black or African American,I
17486,Other services (except public administration),Native Hawaiian and Other Pacific Islander,I
17515,Other services (except public administration),White,W
17516,Other services (except public administration),White,W
17517,Other services (except public administration),White,W
17518,Other services (except public administration),White,W
17519,Other services (except public administration),White,W
17520,Other services (except public administration),White,W
17521,Other services (except public administration),White,W
17522,Other services (except public administration),White,W
17523,Other services (except public administration),White,W
17525,Other services (except public administration),White,W
17526,Other services (except public administration),White,U
17527,Other services (except public administration),White,W
17528,Other services (except public administration),White,W
17529,Other services (except public administration),American Indian and Alaska Native,R
17532,Other services (except public administration),American Indian and Alaska Native,O
17560,Other services (except public administration),White,W
17561,Other services (except public administration),White,W
17562,Other services (except public administration),White,U
17564,Other services (except public administration),White,M
17565,Other services (except public administration),White,R
17566,Other services (except public administration),White,W
17567,Other services (except public administration),White,U
17568,Other services (except public administration),White,W
17569,Other services (except public administration),White,W
17570,Other services (except public administration),White,W
17571,Other services (except public administration),White,W
17572,Other services (except public administration),White,W
17573,Other services (except public administration),White,W
17577,Other services (except public administration),American Indian and Alaska Native,K
17578,Other services (except public administration),American Indian and Alaska Native,L
17604,Other services (except public administration),White,W
17605,Other services (except public administration),White,W
17606,Other services (except public administration),White,U
17607,Other services (except public administration),White,W
17608,Other services (except public administration),White,W
17609,Other services (except public administration),White,W
17610,Other services (except public administration),White,W
17611,Other services (except public administration),White,T
17615,Other services (except public administration),American Indian and Alaska Native,R
17617,Other services (except public administration),American Indian and Alaska Native,R
17624,Other services (except public administration),American Indian and Alaska Native,O
17625,Other services (except public administration),American Indian and Alaska Native,R
17646,Other services (except public administration),White,W
17647,Other services (except public administration),White,R
17648,Other services (except public administration),White,U
17649,Other services (except public administration),White,U
17650,Other services (except public administration),White,U
17655,Other services (except public administration),White,R
17657,Other services (except public administration),Asian,W
17658,Other services (except public administration),Asian,T
17659,Other services (except public administration),Asian,U
17660,Other services (except public administration),Asian,W
17661,Other services (except public administration),Asian,U
17662,Other services (except public administration),Asian,U
17667,Other services (except public administration),Asian,W
17668,Other services (except public administration),Asian,R
17669,Other services (except public administration),Asian,U
17692,Other services (except public administration),White,U
17693,Other services (except public administration),White,W
17694,Other services (except public administration),White,U
17695,Other services (except public administration),White,U
17696,Other services (except public administration),White,M
17697,Other services (except public administration),White,T
17703,Other services (except public administration),Asian,U
17704,Other services (except public administration),Asian,T
17709,Other services (except public administration),Asian,W
17710,Other services (except public administration),Asian,R
17711,Other services (except public administration),Asian,U
17712,Other services (except public administration),Asian,U
17713,Other services (except public administration),Asian,U
17714,Other services (except public administration),Asian,U
17743,Other services (except public administration),White,U
17744,Other services (except public administration),White,W
17745,Other services (except public administration),White,W
17746,Other services (except public administration),White,W
17747,Other services (except public administration),White,W
17748,Other services (except public administration),White,W
17749,Other services (except public administration),White,W
17750,Other services (except public administration),White,W
17751,Other services (except public administration),White,W
17753,Other services (except public administration),White,W
17755,Other services (except public administration),Asian,R
17756,Other services (except public administration),Asian,U
17757,Other services (except public administration),Asian,T
17758,Other services (except public administration),Asian,R
17759,Other services (except public administration),Asian,U
17760,Other services (except public administration),Asian,U
17791,Other services (except public administration),White,W
17792,Other services (except public administration),White,W
17793,Other services (except public administration),White,W
17794,Other services (except public administration),Black or African American,U
17795,Other services (except public administration),Black or African American,O
17796,Other services (except public administration),Black or African American,U
17797,Other services (except public administration),Black or African American,T
17799,Other services (except public administration),Black or African American,T
17803,Other services (except public administration),Asian,I
17833,Other services (except public administration),Black or African American,T
17834,Other services (except public administration),Black or African American,L
17835,Other services (except public administration),Black or African American,R
17868,Other services (except public administration),Black or African American,U
17869,Other services (except public administration),Black or African American,O
17870,Other services (except public administration),Black or African American,T
17871,Other services (except public administration),Black or African American,R
17894,Accommodation and food services,White,W
17895,Accommodation and food services,White,W
17896,Accommodation and food services,White,W
17897,Accommodation and food services,White,W
17898,Accommodation and food services,White,W
17899,Accommodation and food services,White,W
17900,Accommodation and food services,White,W
17901,Accommodation and food services,White,W
17902,Accommodation and food services,White,W
17903,Accommodation and food services,White,W
17912,Other services (except public administration),Black or African American,O
17918,Other services (except public administration),Black or African American,O
17919,Other services (except public administration),Black or African American,O
17932,Accommodation and food services,White,W
17933,Accommodation and food services,White,W
17934,Accommodation and food services,White,W
17935,Accommodation and food services,White,W
17936,Accommodation and food services,White,W
17937,Accommodation and food services,White,W
17938,Accommodation and food services,Black or African American,W
17939,Accommodation and food services,Black or African American,O
17940,Accommodation and food services,Black or African American,T
17941,Accommodation and food services,Black or African American,R
17943,Accommodation and food services,Black or African American,T
17944,Accommodation and food services,Black or African American,U
17945,Accommodation and food services,Black or African American,U
17959,Other services (except public administration),Black or African American,M
17961,Other services (except public administration),Black or African American,U
17962,Other services (except public administration),Black or African American,O
17963,Other services (except public administration),Black or African American,U
17964,Other services (except public administration),Black or African American,T
17966,Other services (except public administration),Black or African American,T
17976,Accommodation and food services,Black or African American,U
17977,Accommodation and food services,Black or African American,U
17978,Accommodation and food services,Black or African American,U
17979,Accommodation and food services,Black or African American,U
17981,Accommodation and food services,Black or African American,W
17982,Accommodation and food services,American Indian and Alaska Native,U
17983,Accommodation and food services,American Indian and Alaska Native,L
17986,Accommodation and food services,American Indian and Alaska Native,R
17987,Accommodation and food services,American Indian and Alaska Native,R
18011,Other services (except public administration),White,W
18013,Other services (except public administration),White,R
18015,Other services (except public administration),White,W
18017,Other services (except public administration),Black or African American,K
18019,Other services (except public administration),Black or African American,R
18039,Other services (except public administration),White,W
18040,Other services (except public administration),White,R
18041,Other services (except public administration),White,U
18042,Other services (except public administration),White,U
18043,Other services (except public administration),White,U
18046,Other services (except public administration),White,K
18047,Other services (except public administration),White,O
18071,Other services (except public administration),Asian,I
18072,Other services (except public administration),Asian,O
18408,Other services (except public administration),White,U
18410,Other services (except public administration),White,W
18411,Other services (except public administration),White,R
18412,Other services (except public administration),White,U
18413,Other services (except public administration),White,U
18414,Other services (except public administration),White,U
18434,Other services (except public administration),White,W
18435,Other services (except public administration),White,W
18436,Other services (except public administration),White,W
18437,Other services (except public administration),White,W
18438,Other services (except public administration),White,W
18439,Other services (except public administration),White,W
18440,Other services (except public administration),White,W
18441,Other services (except public administration),White,W
18443,Other services (except public administration),White,W
18444,Other services (except public administration),White,W
18454,Other services (except public administration),White,U
18455,Other services (except public administration),White,W
18457,Other services (except public administration),White,W
18474,Other services (except public administration),White,W
18476,Other services (except public administration),White,W
18477,Other services (except public administration),White,W
18478,Other services (except public administration),White,U
18479,Other services (except public administration),White,W
18480,Other services (except public administration),Black or African American,U
18481,Other services (except public administration),Black or African American,O
18482,Other services (except public administration),Black or African American,T
18483,Other services (except public administration),Black or African American,T
18485,Other services (except public administration),Black or African American,T
18517,Other services (except public administration),Black or African American,T
18518,Other services (except public administration),Black or African American,U
18520,Other services (except public administration),Black or African American,O
18521,Other services (except public administration),Black or African American,U
18522,Other services (except public administration),American Indian and Alaska Native,R
18525,Other services (except public administration),American Indian and Alaska Native,O
18548,Other services (except public administration),Asian,I
18571,Other services (except public administration),American Indian and Alaska Native,R
18572,Other services (except public administration),American Indian and Alaska Native,R
18575,Other services (except public administration),American Indian and Alaska Native,R
18576,Other services (except public administration),Asian,W
18577,Other services (except public administration),Asian,T
18578,Other services (except public administration),Asian,W
18579,Other services (except public administration),Asian,U
18580,Other services (except public administration),Asian,U
18581,Other services (except public administration),Asian,U
18615,Other services (except public administration),Asian,W
18616,Other services (except public administration),Asian,W
18617,Other services (except public administration),Asian,U
18620,Other services (except public administration),Asian,W
18622,Other services (except public administration),Native Hawaiian and Other Pacific Islander,I
18626,Industries not classified,White,W
18627,Industries not classified,White,U
18628,Industries not classified,White,U
18629,Industries not classified,White,T
18630,Industries not classified,White,R
18631,Industries not classified,White,R
18632,Industries not classified,White,O
18633,Industries not classified,White,L
18634,Industries not classified,White,O
18635,Industries not classified,White,O
18639,Other services (except public administration),Native Hawaiian and Other Pacific Islander,I
18640,Other services (except public administration),Native Hawaiian and Other Pacific Islander,L
18663,Industries not classified,White,O
18664,Industries not classified,White,T
18665,Industries not classified,White,O
18666,Industries not classified,White,R
18671,Industries not classified,White,O
18672,Industries not classified,White,U
18673,Industries not classified,White,U
18674,Industries not classified,White,U
18675,Industries not classified,White,R
18685,Industries not classified,White,I
18686,Industries not classified,White,M
18687,Industries not classified,White,R
18688,Industries not classified,White,R
18690,Industries not classified,Black or African American,B
18696,Industries not classified,White,R
18697,Industries not classified,White,U
18698,Industries not classified,White,T
18699,Industries not classified,White,R
18700,Industries not classified,White,O
