,annual_payroll,industry,sex,ethnicity,race,buschar_label,number_of_firms,firmpdemp_f,revenue,number_of_employees
6588,172643,Administrative and support and waste management and remediation services,Total,Total,Black or African American,Individuals,1842,,0,7320
6589,856895,Administrative and support and waste management and remediation services,Total,Total,Black or African American,Total reporting,3988,,0,29271
6590,132755,Administrative and support and waste management and remediation services,Total,Total,Black or African American,Item not reported,1275,,0,7253
6591,1197627,Administrative and support and waste management and remediation services,Total,Total,American Indian and Alaska Native,All firms,1798,,0,31419
6592,0,Administrative and support and waste management and remediation services,Total,Total,American Indian and Alaska Native,Federal government,0,D,0,0
6593,0,Administrative and support and waste management and remediation services,Total,Total,American Indian and Alaska Native,State and local government,0,D,0,0
6594,66604,Administrative and support and waste management and remediation services,Total,Total,American Indian and Alaska Native,Other businesses,362,,0,1622
6595,0,Administrative and support and waste management and remediation services,Total,Total,American Indian and Alaska Native,Other organizations,0,D,0,0
6596,48077,Administrative and support and waste management and remediation services,Total,Total,American Indian and Alaska Native,Individuals,448,,0,1649
6597,88524,Administrative and support and waste management and remediation services,Total,Total,American Indian and Alaska Native,Total reporting,650,,0,2402
6598,4955,Administrative and support and waste management and remediation services,Total,Total,American Indian and Alaska Native,Item not reported,194,,0,283
6599,10281319,Administrative and support and waste management and remediation services,Total,Total,Asian,All firms,12477,,0,292247
6600,0,Administrative and support and waste management and remediation services,Total,Total,Asian,Federal government,0,S,0,0
6601,188730,Administrative and support and waste management and remediation services,Total,Total,Asian,State and local government,309,,0,8158
6602,2011048,Administrative and support and waste management and remediation services,Total,Total,Asian,Other businesses,3320,,0,53105
6603,0,Administrative and support and waste management and remediation services,Total,Total,Asian,Other organizations,0,S,0,0
6604,672884,Administrative and support and waste management and remediation services,Total,Total,Asian,Individuals,2756,,0,22529
6605,2604225,Administrative and support and waste management and remediation services,Total,Total,Asian,Total reporting,5322,,0,72816
6606,243952,Administrative and support and waste management and remediation services,Total,Total,Asian,Item not reported,910,,0,8730
6607,153096,Administrative and support and waste management and remediation services,Total,Total,Native Hawaiian and Other Pacific Islander,All firms,393,,0,6203
6608,0,Administrative and support and waste management and remediation services,Total,Total,Native Hawaiian and Other Pacific Islander,State and local government,0,D,0,0
6609,0,Administrative and support and waste management and remediation services,Total,Total,Native Hawaiian and Other Pacific Islander,Other businesses,0,S,0,0
6610,0,Administrative and support and waste management and remediation services,Total,Total,Native Hawaiian and Other Pacific Islander,Individuals,0,S,0,0
6611,0,Administrative and support and waste management and remediation services,Total,Total,Native Hawaiian and Other Pacific Islander,Total reporting,0,S,0,0
6612,0,Administrative and support and waste management and remediation services,Total,Total,Native Hawaiian and Other Pacific Islander,Item not reported,0,D,0,0
6613,33348408,Administrative and support and waste management and remediation services,Total,Total,Minority,All firms,55945,,0,1033072
6614,587762,Administrative and support and waste management and remediation services,Total,Total,Minority,Federal government,647,,0,13553
6615,1177047,Administrative and support and waste management and remediation services,Total,Total,Minority,State and local government,1748,,0,33303
6616,5842607,Administrative and support and waste management and remediation services,Total,Total,Minority,Other businesses,11001,,0,177211
6617,858601,Administrative and support and waste management and remediation services,Total,Total,Minority,Other organizations,1209,,0,19905
6618,2392988,Administrative and support and waste management and remediation services,Total,Total,Minority,Individuals,12520,,0,78115
6619,8325482,Administrative and support and waste management and remediation services,Total,Total,Minority,Total reporting,21059,,0,252557
6620,1218681,Administrative and support and waste management and remediation services,Total,Total,Minority,Item not reported,5650,,0,46675
6621,8414912,Administrative and support and waste management and remediation services,Female,Total,Minority,All firms,15205,,0,250703
6622,98332,Administrative and support and waste management and remediation services,Female,Total,Minority,Federal government,172,,0,2570
6623,283877,Administrative and support and waste management and remediation services,Female,Total,Minority,State and local government,587,,0,6071
6624,1711583,Administrative and support and waste management and remediation services,Female,Total,Minority,Other businesses,2952,,0,37198
6625,99952,Administrative and support and waste management and remediation services,Female,Total,Minority,Other organizations,449,,0,3969
6626,605904,Administrative and support and waste management and remediation services,Female,Total,Minority,Individuals,3515,,0,23368
6627,2125448,Administrative and support and waste management and remediation services,Female,Total,Minority,Total reporting,5632,,0,52521
6628,604189,Administrative and support and waste management and remediation services,Female,Total,Minority,Item not reported,1613,,0,22706
6629,23193063,Administrative and support and waste management and remediation services,Male,Total,Minority,All firms,34888,,0,728605
6630,482410,Administrative and support and waste management and remediation services,Male,Total,Minority,Federal government,414,,0,10743
6631,832992,Administrative and support and waste management and remediation services,Male,Total,Minority,State and local government,1010,,0,25492
6632,3875546,Administrative and support and waste management and remediation services,Male,Total,Minority,Other businesses,6904,,0,131169
6633,0,Administrative and support and waste management and remediation services,Male,Total,Minority,Other organizations,0,S,0,0
6634,1573983,Administrative and support and waste management and remediation services,Male,Total,Minority,Individuals,7522,,0,45748
6635,5791731,Administrative and support and waste management and remediation services,Male,Total,Minority,Total reporting,13218,,0,185068
6636,560743,Administrative and support and waste management and remediation services,Male,Total,Minority,Item not reported,3408,,0,21640
6637,1740433,Administrative and support and waste management and remediation services,Equally male/female,Total,Minority,All firms,5855,,0,53765
6638,0,Administrative and support and waste management and remediation services,Equally male/female,Total,Minority,Federal government,0,D,0,0
6639,0,Administrative and support and waste management and remediation services,Equally male/female,Total,Minority,State and local government,0,S,0,0
6640,255477,Administrative and support and waste management and remediation services,Equally male/female,Total,Minority,Other businesses,1145,,0,8843
6641,0,Administrative and support and waste management and remediation services,Equally male/female,Total,Minority,Other organizations,0,S,0,0
6642,213101,Administrative and support and waste management and remediation services,Equally male/female,Total,Minority,Individuals,1483,,0,8999
6643,408304,Administrative and support and waste management and remediation services,Equally male/female,Total,Minority,Total reporting,2209,,0,14967
6644,53749,Administrative and support and waste management and remediation services,Equally male/female,Total,Minority,Item not reported,629,,0,2330
6645,2257764,Administrative and support and waste management and remediation services,Total,Total,Equally minority/nonminority,All firms,6354,,0,64904
6646,18374,Administrative and support and waste management and remediation services,Total,Total,Equally minority/nonminority,Federal government,102,,0,278
6647,0,Administrative and support and waste management and remediation services,Total,Total,Equally minority/nonminority,State and local government,0,S,0,0
6648,409614,Administrative and support and waste management and remediation services,Total,Total,Equally minority/nonminority,Other businesses,1407,,0,11653
6649,0,Administrative and support and waste management and remediation services,Total,Total,Equally minority/nonminority,Other organizations,0,S,0,0
6650,240841,Administrative and support and waste management and remediation services,Total,Total,Equally minority/nonminority,Individuals,1468,,0,6501
6651,570631,Administrative and support and waste management and remediation services,Total,Total,Equally minority/nonminority,Total reporting,2428,,0,16819
6652,0,Administrative and support and waste management and remediation services,Total,Total,Equally minority/nonminority,Item not reported,0,S,0,0
6653,0,Administrative and support and waste management and remediation services,Female,Total,Equally minority/nonminority,All firms,0,S,0,0
6654,0,Administrative and support and waste management and remediation services,Female,Total,Equally minority/nonminority,Other businesses,0,S,0,0
6655,0,Administrative and support and waste management and remediation services,Female,Total,Equally minority/nonminority,Other organizations,0,D,0,0
6656,0,Administrative and support and waste management and remediation services,Female,Total,Equally minority/nonminority,Individuals,0,D,0,0
6657,0,Administrative and support and waste management and remediation services,Female,Total,Equally minority/nonminority,Total reporting,0,S,0,0
6658,0,Administrative and support and waste management and remediation services,Female,Total,Equally minority/nonminority,Item not reported,0,D,0,0
6659,964909,Administrative and support and waste management and remediation services,Male,Total,Equally minority/nonminority,All firms,1874,,0,21923
6660,0,Administrative and support and waste management and remediation services,Male,Total,Equally minority/nonminority,Federal government,0,D,0,0
6661,0,Administrative and support and waste management and remediation services,Male,Total,Equally minority/nonminority,State and local government,0,S,0,0
6662,150741,Administrative and support and waste management and remediation services,Male,Total,Equally minority/nonminority,Other businesses,361,,0,4606
6663,0,Administrative and support and waste management and remediation services,Male,Total,Equally minority/nonminority,Other organizations,0,D,0,0
6664,104689,Administrative and support and waste management and remediation services,Male,Total,Equally minority/nonminority,Individuals,414,,0,1924
6665,248026,Administrative and support and waste management and remediation services,Male,Total,Equally minority/nonminority,Total reporting,677,,0,7158
6666,0,Administrative and support and waste management and remediation services,Male,Total,Equally minority/nonminority,Item not reported,0,S,0,0
6667,1182151,Administrative and support and waste management and remediation services,Equally male/female,Total,Equally minority/nonminority,All firms,3915,,0,40959
6668,0,Administrative and support and waste management and remediation services,Equally male/female,Total,Equally minority/nonminority,Federal government,0,S,0,0
6669,8693,Administrative and support and waste management and remediation services,Equally male/female,Total,Equally minority/nonminority,State and local government,130,,0,320
6670,234486,Administrative and support and waste management and remediation services,Equally male/female,Total,Equally minority/nonminority,Other businesses,886,,0,6718
6671,0,Administrative and support and waste management and remediation services,Equally male/female,Total,Equally minority/nonminority,Other organizations,0,D,0,0
6672,133866,Administrative and support and waste management and remediation services,Equally male/female,Total,Equally minority/nonminority,Individuals,1024,,0,4488
6673,293388,Administrative and support and waste management and remediation services,Equally male/female,Total,Equally minority/nonminority,Total reporting,1561,,0,9183
6674,12426,Administrative and support and waste management and remediation services,Equally male/female,Total,Equally minority/nonminority,Item not reported,220,,0,370
6675,213367289,Administrative and support and waste management and remediation services,Total,Total,Nonminority,All firms,274946,,0,5960654
6676,2815008,Administrative and support and waste management and remediation services,Total,Total,Nonminority,Federal government,2490,,0,52424
6677,7355106,Administrative and support and waste management and remediation services,Total,Total,Nonminority,State and local government,11332,,0,178268
6678,32394336,Administrative and support and waste management and remediation services,Total,Total,Nonminority,Other businesses,60365,,0,870370
6679,4727932,Administrative and support and waste management and remediation services,Total,Total,Nonminority,Other organizations,8929,,0,124949
6680,21320380,Administrative and support and waste management and remediation services,Total,Total,Nonminority,Individuals,76251,,0,571767
6681,48154749,Administrative and support and waste management and remediation services,Total,Total,Nonminority,Total reporting,117589,,0,1291173
6682,6324169,Administrative and support and waste management and remediation services,Total,Total,Nonminority,Item not reported,25455,,0,201602
6683,34886308,Administrative and support and waste management and remediation services,Female,Total,Nonminority,All firms,55250,,0,1024555
6684,544658,Administrative and support and waste management and remediation services,Female,Total,Nonminority,Federal government,538,,0,10727
6685,1315876,Administrative and support and waste management and remediation services,Female,Total,Nonminority,State and local government,2357,,0,36620
6686,6114182,Administrative and support and waste management and remediation services,Female,Total,Nonminority,Other businesses,13047,,0,178709
6687,1440697,Administrative and support and waste management and remediation services,Female,Total,Nonminority,Other organizations,2307,,0,34382
6688,3001706,Administrative and support and waste management and remediation services,Female,Total,Nonminority,Individuals,13122,,0,96853
6689,8679209,Administrative and support and waste management and remediation services,Female,Total,Nonminority,Total reporting,23693,,0,254599
6690,1217716,Administrative and support and waste management and remediation services,Female,Total,Nonminority,Item not reported,5832,,0,36674
6691,158767082,Administrative and support and waste management and remediation services,Male,Total,Nonminority,All firms,178831,,0,4347778
6692,2221881,Administrative and support and waste management and remediation services,Male,Total,Nonminority,Federal government,1693,,0,40488
6693,5377557,Administrative and support and waste management and remediation services,Male,Total,Nonminority,State and local government,7468,,0,122508
6694,23300263,Administrative and support and waste management and remediation services,Male,Total,Nonminority,Other businesses,38180,,0,601246
6695,2967829,Administrative and support and waste management and remediation services,Male,Total,Nonminority,Other organizations,5490,,0,81404
6696,15206921,Administrative and support and waste management and remediation services,Male,Total,Nonminority,Individuals,50467,,0,383723
6697,34591780,Administrative and support and waste management and remediation services,Male,Total,Nonminority,Total reporting,75521,,0,884736
6698,4174984,Administrative and support and waste management and remediation services,Male,Total,Nonminority,Item not reported,16022,,0,138514
6699,19713899,Administrative and support and waste management and remediation services,Equally male/female,Total,Nonminority,All firms,40867,,0,588321
6700,48468,Administrative and support and waste management and remediation services,Equally male/female,Total,Nonminority,Federal government,260,,0,1208
6701,661674,Administrative and support and waste management and remediation services,Equally male/female,Total,Nonminority,State and local government,1508,,0,19140
6702,2979891,Administrative and support and waste management and remediation services,Equally male/female,Total,Nonminority,Other businesses,9140,,0,90415
6703,319407,Administrative and support and waste management and remediation services,Equally male/female,Total,Nonminority,Other organizations,1133,,0,9162
6704,3111753,Administrative and support and waste management and remediation services,Equally male/female,Total,Nonminority,Individuals,12662,,0,91191
6705,4883760,Administrative and support and waste management and remediation services,Equally male/female,Total,Nonminority,Total reporting,18377,,0,151838
6706,931470,Administrative and support and waste management and remediation services,Equally male/female,Total,Nonminority,Item not reported,3600,,0,26414
6707,17165256,Administrative and support and waste management and remediation services,Total,Total,Total,All firms,25140,,0,469168
6708,818549,Administrative and support and waste management and remediation services,Total,Total,Total,Federal government,543,,0,13919
6709,524035,Administrative and support and waste management and remediation services,Total,Total,Total,State and local government,1377,,0,13492
6710,3184647,Administrative and support and waste management and remediation services,Total,Total,Total,Other businesses,5564,,0,83364
6711,84902,Administrative and support and waste management and remediation services,Total,Total,Total,Other organizations,439,,0,2377
6712,1464951,Administrative and support and waste management and remediation services,Total,Total,Total,Individuals,5802,,0,39480
6713,5027157,Administrative and support and waste management and remediation services,Total,Total,Total,Total reporting,9959,,0,124769
6714,304832,Administrative and support and waste management and remediation services,Total,Total,Total,Item not reported,2196,,0,13337
6715,245736,Administrative and support and waste management and remediation services,Female,Total,Total,All firms,866,,0,9493
6716,0,Administrative and support and waste management and remediation services,Female,Total,Total,Federal government,0,S,0,0
6717,0,Administrative and support and waste management and remediation services,Female,Total,Total,State and local government,0,S,0,0
6718,0,Administrative and support and waste management and remediation services,Female,Total,Total,Other businesses,0,S,0,0
6719,0,Administrative and support and waste management and remediation services,Female,Total,Total,Other organizations,0,D,0,0
6720,79501,Administrative and support and waste management and remediation services,Female,Total,Total,Individuals,220,,0,2878
6721,85382,Administrative and support and waste management and remediation services,Female,Total,Total,Total reporting,293,,0,2984
6722,0,Administrative and support and waste management and remediation services,Female,Total,Total,Item not reported,0,S,0,0
6723,16868824,Administrative and support and waste management and remediation services,Male,Total,Total,All firms,23947,,0,457963
6724,814321,Administrative and support and waste management and remediation services,Male,Total,Total,Federal government,500,,0,13843
6725,481381,Administrative and support and waste management and remediation services,Male,Total,Total,State and local government,1287,,0,12473
6726,3112490,Administrative and support and waste management and remediation services,Male,Total,Total,Other businesses,5374,,0,81055
6727,81636,Administrative and support and waste management and remediation services,Male,Total,Total,Other organizations,409,,0,2317
6728,1372868,Administrative and support and waste management and remediation services,Male,Total,Total,Individuals,5522,,0,36362
6729,4929194,Administrative and support and waste management and remediation services,Male,Total,Total,Total reporting,9606,,0,121545
6730,280569,Administrative and support and waste management and remediation services,Male,Total,Total,Item not reported,1975,,0,12021
6731,50696,Administrative and support and waste management and remediation services,Equally male/female,Total,Total,All firms,327,,0,1713
6732,0,Administrative and support and waste management and remediation services,Equally male/female,Total,Total,Other businesses,0,D,0,0
6733,0,Administrative and support and waste management and remediation services,Equally male/female,Total,Total,Individuals,0,D,0,0
6734,0,Administrative and support and waste management and remediation services,Equally male/female,Total,Total,Total reporting,0,D,0,0
6735,0,Administrative and support and waste management and remediation services,Equally male/female,Total,Total,Item not reported,0,D,0,0
6736,2637738,Administrative and support and waste management and remediation services,Total,Hispanic,Total,All firms,1529,,0,51265
6737,0,Administrative and support and waste management and remediation services,Total,Hispanic,Total,Federal government,0,S,0,0
6738,0,Administrative and support and waste management and remediation services,Total,Hispanic,Total,State and local government,0,D,0,0
6739,562268,Administrative and support and waste management and remediation services,Total,Hispanic,Total,Other businesses,311,,0,14073
6740,0,Administrative and support and waste management and remediation services,Total,Hispanic,Total,Other organizations,0,D,0,0
6741,88750,Administrative and support and waste management and remediation services,Total,Hispanic,Total,Individuals,314,,0,3024
6742,646531,Administrative and support and waste management and remediation services,Total,Hispanic,Total,Total reporting,499,,0,15367
6743,0,Administrative and support and waste management and remediation services,Total,Hispanic,Total,Item not reported,0,S,0,0
6744,14527518,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Total,All firms,23612,,0,417904
6745,774136,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Total,Federal government,482,,0,13277
6746,486991,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Total,State and local government,1317,,0,12982
6747,2622379,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Total,Other businesses,5254,,0,69291
6748,81036,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Total,Other organizations,379,,0,2287
6749,1376201,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Total,Individuals,5488,,0,36456
6750,4380626,Administrative and support and waste management and remediation services,Total,Non-Hispanic,Total,Total reporting,9461,,0,109402
6751,0,Educational services,Male,Total,Equally minority/nonminority,All firms,0,S,0,0
6752,0,Educational services,Male,Total,Equally minority/nonminority,State and local government,0,D,0,0
6753,0,Educational services,Male,Total,Equally minority/nonminority,Individuals,0,D,0,0
6754,0,Educational services,Male,Total,Equally minority/nonminority,Total reporting,0,D,0,0
6755,182546,Educational services,Equally male/female,Total,Equally minority/nonminority,All firms,1648,,0,12292
6756,0,Educational services,Equally male/female,Total,Equally minority/nonminority,State and local government,0,S,0,0
6757,0,Educational services,Equally male/female,Total,Equally minority/nonminority,Other businesses,0,D,0,0
6758,54107,Educational services,Equally male/female,Total,Equally minority/nonminority,Individuals,419,,0,2735
6759,59112,Educational services,Equally male/female,Total,Equally minority/nonminority,Total reporting,509,,0,2855
6760,0,Educational services,Equally male/female,Total,Equally minority/nonminority,Item not reported,0,S,0,0
6761,17175788,Educational services,Total,Total,Nonminority,All firms,51805,,0,568069
6762,281694,Educational services,Total,Total,Nonminority,Federal government,489,,0,4636
6763,1123275,Educational services,Total,Total,Nonminority,State and local government,2298,,0,28510
6764,665715,Educational services,Total,Total,Nonminority,Other businesses,3574,,0,12344
6765,215466,Educational services,Total,Total,Nonminority,Other organizations,1359,,0,4328
6766,2648478,Educational services,Total,Total,Nonminority,Individuals,16815,,0,135253
6767,4196083,Educational services,Total,Total,Nonminority,Total reporting,20868,,0,168395
6768,373215,Educational services,Total,Total,Nonminority,Item not reported,3476,,0,20130
6769,5455549,Educational services,Female,Total,Nonminority,All firms,21011,,0,211714
6770,0,Educational services,Female,Total,Nonminority,Federal government,0,S,0,0
6771,653167,Educational services,Female,Total,Nonminority,State and local government,929,,0,17212
6772,151831,Educational services,Female,Total,Nonminority,Other businesses,1267,,0,2586
6773,21833,Educational services,Female,Total,Nonminority,Other organizations,429,,0,629
6774,949014,Educational services,Female,Total,Nonminority,Individuals,7418,,0,57526
6775,1606584,Educational services,Female,Total,Nonminority,Total reporting,8675,,0,73076
6776,198803,Educational services,Female,Total,Nonminority,Item not reported,1718,,0,11517
6777,9182187,Educational services,Male,Total,Nonminority,All firms,21241,,0,256779
6778,0,Educational services,Male,Total,Nonminority,Federal government,0,S,0,0
6779,366651,Educational services,Male,Total,Nonminority,State and local government,960,,0,8300
6780,487962,Educational services,Male,Total,Nonminority,Other businesses,2124,,0,9088
6781,158374,Educational services,Male,Total,Nonminority,Other organizations,810,,0,2799
6782,1203905,Educational services,Male,Total,Nonminority,Individuals,6100,,0,47977
6783,1984598,Educational services,Male,Total,Nonminority,Total reporting,8424,,0,62410
6784,99506,Educational services,Male,Total,Nonminority,Item not reported,1169,,0,4997
6785,2538052,Educational services,Equally male/female,Total,Nonminority,All firms,9552,,0,99577
6786,103457,Educational services,Equally male/female,Total,Nonminority,State and local government,409,,0,2998
6787,25922,Educational services,Equally male/female,Total,Nonminority,Other businesses,182,,0,670
6788,0,Educational services,Equally male/female,Total,Nonminority,Other organizations,0,S,0,0
6789,495560,Educational services,Equally male/female,Total,Nonminority,Individuals,3297,,0,29750
6790,604901,Educational services,Equally male/female,Total,Nonminority,Total reporting,3768,,0,32909
6791,74906,Educational services,Equally male/female,Total,Nonminority,Item not reported,589,,0,3616
6792,1355419,Educational services,Total,Total,Total,All firms,2553,,0,33204
6793,0,Educational services,Total,Total,Total,Federal government,0,S,0,0
6794,0,Educational services,Total,Total,Total,State and local government,0,S,0,0
6795,107591,Educational services,Total,Total,Total,Other businesses,397,,0,1908
6796,0,Educational services,Total,Total,Total,Other organizations,0,D,0,0
6797,110936,Educational services,Total,Total,Total,Individuals,621,,0,3826
6798,290416,Educational services,Total,Total,Total,Total reporting,1070,,0,6786
6799,7786,Educational services,Total,Total,Total,Item not reported,270,,0,780
6800,0,Educational services,Female,Total,Total,All firms,0,S,0,0
6801,0,Educational services,Female,Total,Total,Other businesses,0,S,0,0
6802,0,Educational services,Female,Total,Total,Individuals,0,S,0,0
6803,18493,Educational services,Female,Total,Total,Total reporting,180,,0,830
6804,0,Educational services,Female,Total,Total,Item not reported,0,D,0,0
6805,1266713,Educational services,Male,Total,Total,All firms,1956,,0,30117
6806,0,Educational services,Male,Total,Total,Federal government,0,S,0,0
6807,0,Educational services,Male,Total,Total,State and local government,0,S,0,0
6808,102322,Educational services,Male,Total,Total,Other businesses,337,,0,1828
6809,0,Educational services,Male,Total,Total,Other organizations,0,D,0,0
6810,94993,Educational services,Male,Total,Total,Individuals,471,,0,2936
6811,270392,Educational services,Male,Total,Total,Total reporting,859,,0,5837
6812,0,Educational services,Male,Total,Total,Item not reported,0,S,0,0
6813,0,Educational services,Equally male/female,Total,Total,All firms,0,S,0,0
6814,0,Educational services,Equally male/female,Total,Total,Individuals,0,D,0,0
6815,0,Educational services,Equally male/female,Total,Total,Total reporting,0,D,0,0
6816,0,Educational services,Total,Hispanic,Total,All firms,0,S,0,0
6817,0,Educational services,Total,Hispanic,Total,Federal government,0,D,0,0
6818,0,Educational services,Total,Hispanic,Total,State and local government,0,D,0,0
6819,0,Educational services,Total,Hispanic,Total,Other businesses,0,D,0,0
6820,0,Educational services,Total,Hispanic,Total,Other organizations,0,D,0,0
6821,0,Educational services,Total,Hispanic,Total,Individuals,0,D,0,0
6822,0,Educational services,Total,Hispanic,Total,Total reporting,0,S,0,0
6823,1338748,Educational services,Total,Non-Hispanic,Total,All firms,2442,,0,32806
6824,0,Educational services,Total,Non-Hispanic,Total,Federal government,0,S,0,0
6825,0,Educational services,Total,Non-Hispanic,Total,State and local government,0,S,0,0
6826,100724,Educational services,Total,Non-Hispanic,Total,Other businesses,337,,0,1728
6827,110189,Educational services,Total,Non-Hispanic,Total,Individuals,591,,0,3796
6828,283309,Educational services,Total,Non-Hispanic,Total,Total reporting,980,,0,6546
6829,7786,Educational services,Total,Non-Hispanic,Total,Item not reported,270,,0,780
6830,35603,Educational services,Total,Total,Minority,All firms,278,,0,1625
6831,0,Educational services,Total,Total,Minority,Federal government,0,D,0,0
6832,0,Educational services,Total,Total,Minority,State and local government,0,D,0,0
6833,0,Educational services,Total,Total,Minority,Other businesses,0,S,0,0
6834,0,Educational services,Total,Total,Minority,Other organizations,0,D,0,0
6835,0,Educational services,Total,Total,Minority,Individuals,0,S,0,0
6836,0,Educational services,Total,Total,Minority,Total reporting,0,S,0,0
6837,1319625,Educational services,Total,Total,Nonminority,All firms,2264,,0,31579
6838,0,Educational services,Total,Total,Nonminority,Federal government,0,S,0,0
6839,0,Educational services,Total,Total,Nonminority,State and local government,0,S,0,0
6840,100634,Educational services,Total,Total,Nonminority,Other businesses,307,,0,1698
6841,106111,Educational services,Total,Total,Nonminority,Individuals,531,,0,3496
6842,279141,Educational services,Total,Total,Nonminority,Total reporting,890,,0,6216
6843,7786,Educational services,Total,Total,Nonminority,Item not reported,270,,0,780
6844,249072,Educational services,Total,Total,Total,All firms,1474,,0,9321
6845,0,Educational services,Total,Total,Total,State and local government,0,S,0,0
6846,85957,Educational services,Total,Total,Total,Individuals,460,,0,4815
6847,90628,Educational services,Total,Total,Total,Total reporting,560,,0,5025
6848,0,Educational services,Total,Total,Total,Item not reported,0,S,0,0
6849,0,Educational services,Female,Total,Total,All firms,0,S,0,0
6850,0,Educational services,Female,Total,Total,Individuals,0,D,0,0
6851,0,Educational services,Female,Total,Total,Total reporting,0,D,0,0
6852,0,Educational services,Female,Total,Total,Item not reported,0,D,0,0
6853,224291,Educational services,Equally male/female,Total,Total,All firms,1370,,0,7713
6854,0,Educational services,Equally male/female,Total,Total,State and local government,0,S,0,0
6855,66369,Educational services,Equally male/female,Total,Total,Individuals,430,,0,3559
6856,71040,Educational services,Equally male/female,Total,Total,Total reporting,530,,0,3769
6857,0,Educational services,Equally male/female,Total,Total,Item not reported,0,S,0,0
6858,0,Educational services,Total,Hispanic,Total,All firms,0,S,0,0
6859,0,Educational services,Total,Hispanic,Total,Individuals,0,D,0,0
6860,0,Educational services,Total,Hispanic,Total,Total reporting,0,D,0,0
6861,0,Educational services,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
6862,0,Educational services,Total,Equally Hispanic/non-Hispanic,Total,Individuals,0,D,0,0
6863,0,Educational services,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,0,D,0,0
6864,195770,Educational services,Total,Non-Hispanic,Total,All firms,1246,,0,7588
6865,0,Educational services,Total,Non-Hispanic,Total,State and local government,0,S,0,0
6866,64387,Educational services,Total,Non-Hispanic,Total,Individuals,370,,0,4095
6867,69059,Educational services,Total,Non-Hispanic,Total,Total reporting,470,,0,4305
6868,0,Educational services,Total,Non-Hispanic,Total,Item not reported,0,S,0,0
6869,0,Educational services,Total,Total,Minority,All firms,0,S,0,0
6870,0,Educational services,Total,Total,Minority,Individuals,0,D,0,0
6871,0,Educational services,Total,Total,Minority,Total reporting,0,D,0,0
6872,0,Educational services,Total,Total,Equally minority/nonminority,All firms,0,S,0,0
6873,0,Educational services,Total,Total,Equally minority/nonminority,Individuals,0,D,0,0
6874,0,Educational services,Total,Total,Equally minority/nonminority,Total reporting,0,D,0,0
6875,0,Educational services,Total,Total,Equally minority/nonminority,Item not reported,0,D,0,0
6876,192341,Educational services,Total,Total,Nonminority,All firms,1157,,0,7121
6877,0,Educational services,Total,Total,Nonminority,State and local government,0,S,0,0
6878,64387,Educational services,Total,Total,Nonminority,Individuals,370,,0,4095
6879,69059,Educational services,Total,Total,Nonminority,Total reporting,470,,0,4305
6880,0,Educational services,Total,Total,Nonminority,Item not reported,0,S,0,0
6881,19789844,Educational services,Total,Total,Total,All firms,62392,,0,660074
6882,0,Educational services,Total,Total,Total,Federal government,0,S,0,0
6883,1175447,Educational services,Total,Total,Total,State and local government,2754,,0,30566
6884,635369,Educational services,Total,Total,Total,Other businesses,3718,,0,12374
6885,260662,Educational services,Total,Total,Total,Other organizations,1578,,0,4907
6886,3199206,Educational services,Total,Total,Total,Individuals,20448,,0,161785
6887,4685821,Educational services,Total,Total,Total,Total reporting,24818,,0,194580
6888,519987,Educational services,Total,Total,Total,Item not reported,4315,,0,30143
6889,6958327,Educational services,Female,Total,Total,All firms,26043,,0,260965
6890,0,Educational services,Female,Total,Total,Federal government,0,S,0,0
6891,665313,Educational services,Female,Total,Total,State and local government,1139,,0,17721
6892,171592,Educational services,Female,Total,Total,Other businesses,1416,,0,3856
6893,23143,Educational services,Female,Total,Total,Other organizations,488,,0,689
6894,1103609,Educational services,Female,Total,Total,Individuals,9006,,0,65815
6895,1777516,Educational services,Female,Total,Total,Total reporting,10443,,0,82025
6896,259109,Educational services,Female,Total,Total,Item not reported,2228,,0,16315
6897,8664151,Educational services,Male,Total,Total,All firms,24762,,0,260740
6898,0,Educational services,Male,Total,Total,Federal government,0,S,0,0
6899,397883,Educational services,Male,Total,Total,State and local government,1156,,0,9547
6900,431947,Educational services,Male,Total,Total,Other businesses,2030,,0,7728
6901,202259,Educational services,Male,Total,Total,Other organizations,969,,0,3318
6902,1381418,Educational services,Male,Total,Total,Individuals,7737,,0,59485
6903,2072782,Educational services,Male,Total,Total,Total reporting,10118,,0,72732
6904,126334,Educational services,Male,Total,Total,Item not reported,1319,,0,6105
6905,4167366,Educational services,Equally male/female,Total,Total,All firms,11587,,0,138369
6906,112250,Educational services,Equally male/female,Total,Total,State and local government,459,,0,3298
6907,31830,Educational services,Equally male/female,Total,Total,Other businesses,272,,0,790
6908,0,Educational services,Equally male/female,Total,Total,Other organizations,0,S,0,0
6909,714179,Educational services,Equally male/female,Total,Total,Individuals,3706,,0,36485
6910,835523,Educational services,Equally male/female,Total,Total,Total reporting,4257,,0,39823
6911,134544,Educational services,Equally male/female,Total,Total,Item not reported,769,,0,7723
